author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
jupyter;68;2014-09-13 03:27:36;A system for assigning and grading notebooks;A system for assigning and grading notebooks;;Python;['Python: 34.3%', 'HTML: 30.8%', 'Jupyter Notebook: 25.5%', 'JavaScript: 7.7%', 'Smarty: 1.0%', 'CSS: 0.2%', 'Other: 0.5%'];BSD-3-Clause;https://github.com/jupyter/nbgrader;1.0;['pattern'];['AI', 'Classification', 'ML', 'RL', 'Recommender'];['ML', 'fit', 'gru', 'model', 'recommend'];;2020-12-15 22:30:52;2020-12-20 09:12:07;971.0;0.644;nbgrader;
jupyter;75;2012-08-05 11:42:33;nbconvert as a web service: Render Jupyter Notebooks as static web pages;nbconvert as a web service: Render Jupyter Notebooks as static web pages;;Python;['Python: 88.1%', 'HTML: 7.6%', 'Less: 1.8%', 'CSS: 1.3%', 'Smarty: 0.7%', 'Dockerfile: 0.4%', 'Other: 0.1%'];;https://github.com/jupyter/nbviewer;1.0;['pattern'];['Classification', 'DL', 'ML', 'NN', 'RL'];['ML', 'RL', 'detect', 'filter', 'label', 'recommend', 'regression'];;2020-12-02 09:13:41;2020-12-20 11:02:36;1773.0;0.674;nbviewer;
jupyter;498;2015-04-09 06:58:03;Jupyter Interactive Notebook;Jupyter Interactive Notebook;;JavaScript;['JavaScript: 35.1%', 'Python: 30.2%', 'Jupyter Notebook: 30.0%', 'Less: 2.5%', 'HTML: 2.2%', 'CSS: 0.0%'];;https://github.com/jupyter/notebook;1.0;['pattern', 'stanza'];['AI', 'Classification', 'DL', 'ML', 'NER', 'NN', 'RL', 'Recommender'];['ML', 'label', 'recommend', 'regression'];;2021-01-01 15:39:47;2020-12-20 10:09:18;7907.0;0.74;notebook;
jupyter;27;2014-09-16 20:49:42;Creates temporary Jupyter Notebook servers using Docker containers. [DEPRECATED - See BinderHub project];Creates temporary Jupyter Notebook servers using Docker containers. [DEPRECATED - See BinderHub project];;JavaScript;['JavaScript: 74.6%', 'Python: 19.3%', 'HTML: 2.6%', 'CSS: 2.1%', 'Makefile: 0.7%', 'Shell: 0.5%', 'Roff: 0.2%'];BSD-3-Clause;https://github.com/jupyter/tmpnb;1.0;['pattern'];['NN'];['fit', 'layer', 'recommend', 'train'];;2018-01-24 14:48:14;2020-12-20 10:31:43;529.0;0.61;tmpnb;
jupyter-widgets;153;2015-04-17 20:29:25;Interactive Widgets for the Jupyter Notebook;Interactive Widgets for the Jupyter Notebook;;TypeScript;['TypeScript: 50.6%', 'Python: 35.7%', 'CSS: 7.3%', 'JavaScript: 6.0%', 'Other: 0.4%'];BSD-3-Clause;https://github.com/jupyter-widgets/ipywidgets;1.0;['pattern', 'skimage', 'sklearn'];['Classification', 'DL', 'ML', 'RL'];['ML', 'RL', 'fit', 'label', 'model', 'recommend'];;2020-12-27 00:42:42;2020-12-19 23:41:51;2068.0;0.682;ipywidgets;
jupytercalpoly;4;2020-06-17 20:39:00;A drag-and-drop dashboard editor for JupyterLab;A drag-and-drop dashboard editor for JupyterLab;;Jupyter Notebook;['Jupyter Notebook: 99.0%', 'Other: 1.0%'];BSD-3-Clause;https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor;1.0;['pattern'];['ML'];['fit', 'label'];;2020-11-24 19:50:34;2020-12-19 23:43:15;153.0;0.53;jupyterlab-interactive-dashboard-editor;
jupyterhub;43;2016-10-18 22:02:06;Jupyter notebook server extension to proxy web services.;Jupyter notebook server extension to proxy web services.;;Python;['Python: 90.8%', 'TypeScript: 6.0%', 'JavaScript: 3.2%'];BSD-3-Clause;https://github.com/jupyterhub/jupyter-server-proxy;0.8;['pattern'];['Classification', 'ML', 'RL'];[];;2020-12-30 11:32:38;2020-12-20 09:52:41;138.0;0.523;jupyter-server-proxy;
jupyterhub;211;2014-06-12 23:22:10;Multi-user server for Jupyter notebooks;;;Python;['Python: 93.0%', 'HTML: 3.3%', 'JavaScript: 2.3%', 'Shell: 0.5%', 'Less: 0.4%', 'Dockerfile: 0.4%', 'Mako: 0.1%'];;https://github.com/jupyterhub/jupyterhub;1.0;['pattern'];['AI', 'ANN', 'Classification', 'DL', 'ML', 'NER', 'NN', 'RL', 'Recommender'];['AI', 'CV', 'ML', 'NER', 'NN', 'RL', 'detect', 'filter', 'fit', 'label', 'loss', 'model', 'natural language processing', 'recogn', 'recommend', 'regression'];;2020-12-28 07:55:17;2020-12-20 11:01:01;6015.0;0.729;jupyterhub;
justmarkham;;2016-03-31 17:39:41;Jupyter notebook and datasets from the pandas Q&A video series;Jupyter notebook and datasets from the pandas Q&A video series;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/justmarkham/pandas-videos;1.0;['pattern', 'sklearn'];['Classification', 'ML', 'RL', 'Recommender', 'Regression'];['filter', 'train'];;2020-10-23 14:37:47;2020-12-20 09:37:31;1473.0;0.665;pandas-videos;
justmarkham;2;2015-04-06 02:08:42;Jupyter notebooks from the scikit-learn video series;Jupyter notebooks from the scikit-learn video series;;Jupyter Notebook;['Jupyter Notebook: 99.6%', 'CSS: 0.4%'];;https://github.com/justmarkham/scikit-learn-videos;1.0;['pattern', 'sklearn'];['CV', 'Classification', 'Clustering', 'DL', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'Recommender', 'Regression', 'Supervised Learning', 'Unsupervised learning'];['classif', 'fit', 'k-nearest neighbor', 'linear regression', 'machine learning', 'model', 'natural language processing', 'predict', 'recommend', 'regression', 'supervised learning', 'train'];;2019-11-12 15:38:05;2020-12-20 11:02:23;3038.0;0.7;scikit-learn-videos;
kaixindelele;0;2018-12-18 13:03:41;Tensorflow;Ã£ÂÂÃ¥ÂÂÃ¤ÂºÂ¬Ã¥Â¤Â§Ã¥Â­Â¦Ã£ÂÂÃ¤ÂºÂºÃ¥Â·Â¥Ã¦ÂÂºÃ¨ÂÂ½Ã¥Â®ÂÃ¨Â·ÂµÃ¯Â¼ÂTensorflowÃ§Â¬ÂÃ¨Â®Â° Ã¦ÂÂÃ¦ÂÂ²Ã¤Â»Â£Ã§Â ÂÃ¥ÂÂ±Ã¤ÂºÂ«;;Jupyter Notebook;['Jupyter Notebook: 72.9%', 'Python: 27.1%'];;https://github.com/kaixindelele/tensorflow_notebook;0.8;['tensorflow'];['ANN', 'NN', 'ReLu'];[];;2018-12-18 13:30:15;2020-12-19 23:30:29;19.0;0.362;tensorflow_notebook;
kaleko;0;2015-12-08 00:03:22;I took Andrew Ng's Machine Learning course on Coursera and did the homework assigments... but, on my own in python because I love jupyter notebooks!;I took Andrew Ng's Machine Learning course on Coursera and did the homework assigments... but, on my own in python because I love jupyter notebooks!;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/kaleko/CourseraML;0.8;['nltk', 'sklearn'];['Anomaly Detection', 'CV', 'Classification', 'Clustering', 'K-Means', 'Linear Regression', 'Logistic Regression', 'NN', 'Recommender', 'Regression', 'Support Vector Machines'];[];;2018-10-30 23:50:00;2020-12-20 01:00:30;1838.0;0.676;CourseraML;
karpathy;0;2015-08-04 18:05:15;Notebooks and various random fun;Notebooks and various random fun;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/karpathy/randomfun;0.8;['vocabulary'];['NN', 'RNN', 'Regression'];[];;2020-04-14 22:25:48;2020-12-19 23:31:10;302.0;0.576;randomfun;
kevindewalt;0;2017-05-15 00:13:58;;;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/kevindewalt/ai-notebooks;0.8;['keras', 'sklearn', 'xgboost'];['AI', 'CV', 'Classification', 'K-Means', 'ML', 'NN', 'Random Forest', 'ReLu', 'VGG'];[];;2018-05-02 14:48:33;2020-12-19 23:11:20;62.0;0.463;ai-notebooks;
khiner;0;2017-12-18 00:56:22;My Jupyter notebooks!;My Jupyter notebooks!;;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Other: 0.1%'];;https://github.com/khiner/notebooks;1.0;['pattern', 'sklearn', 'statsmodels'];['AI', 'CV', 'Classification', 'DL', 'GRU', 'Linear Regression', 'ML', 'NER', 'NN', 'RL', 'Recommender', 'Regression'];['recommend'];;2020-12-27 19:49:23;2020-12-19 22:35:29;28.0;0.397;notebooks;
kirbs-;3;2015-09-19 20:56:21;Code, prompt and output hiding for Jupyter/IPython notebooks.;Code, prompt and output hiding for Jupyter/IPython notebooks.;;HTML;['HTML: 90.7%', 'Python: 4.5%', 'JavaScript: 2.0%', 'Smarty: 1.8%', 'Jupyter Notebook: 1.0%'];MIT;https://github.com/kirbs-/hide_code;1.0;['pattern'];['Classification', 'ML', 'RL'];['ML'];;2020-12-07 02:25:25;2020-12-19 23:04:45;336.0;0.582;hide_code;
klemag;0;2018-10-19 04:33:26;Notebook and slides for my talk at Pydata NYC 2018;Notebook and slides for my talk at Pydata NYC 2018;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/klemag/pydata_nyc2018-intro-to-model-interpretability;1.0;['keras', 'skimage', 'sklearn', 'xgboost'];['CV', 'Classification', 'DL', 'Decision Tree', 'Logistic Regression', 'Random Forest', 'Regression'];['model'];;2019-06-23 15:00:12;2020-12-20 10:16:15;72.0;0.475;pydata_nyc2018-intro-to-model-interpretability;
KnowledgeLab;0;2016-10-20 11:40:47;Jupyter notebooks for Computational Content Analysis;Jupyter notebooks for Computational Content Analysis;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/KnowledgeLab/content_analysis;1.0;['Pillow', 'caffe', 'gensim', 'nltk', 'pattern', 'skimage', 'sklearn', 'vocabulary'];['Bayesian', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'GAN', 'GRU', 'K-Means', 'KNN', 'Logistic Regression', 'ML', 'NER', 'NLP', 'NN', 'Naive Bayes', 'Object Detection', 'RL', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'Speech Recognition', 'Supervised Learning', 'Support Vector Machines', 'Unsupervised learning'];['classif', 'clustering', 'model'];;2017-07-20 21:00:16;2020-12-20 11:00:52;36.0;0.418;content_analysis;
krasserm;3;2018-03-19 14:17:43;Notebooks about Bayesian methods for machine learning;Notebooks about Bayesian methods for machine learning;;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Python: 0.2%'];Apache-2.0;https://github.com/krasserm/bayesian-machine-learning;1.0;['keras', 'pattern', 'sklearn', 'tensorflow', 'theano', 'xgboost'];['AI', 'Bayesian', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Gradient Boosting', 'KNN', 'Linear Regression', 'ML', 'NN', 'RNN', 'ReLu', 'Recommender', 'Rectifier', 'Regression', 'Supervised Learning', 'VGG'];['autoencoder', 'bayesian', 'classif', 'linear regression', 'loss', 'machine learning', 'model', 'neural network', 'predict', 'regression'];;2020-12-27 05:53:09;2020-12-20 10:59:13;1133.0;0.652;bayesian-machine-learning;
krasserm;0;2017-07-24 10:21:05;Stanford Machine Learning course exercises implemented with scikit-learn;Stanford Machine Learning course exercises implemented with scikit-learn;;Jupyter Notebook;['Jupyter Notebook: 99.4%', 'MATLAB: 0.6%'];;https://github.com/krasserm/machine-learning-notebooks;1.0;['sklearn', 'vocabulary'];['Anomaly Detection', 'CV', 'Classification', 'Clustering', 'K-Means', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'Recommender', 'Regression', 'Support Vector Machines'];['anomaly', 'anomaly detection', 'classif', 'clustering', 'detect', 'k-means', 'linear regression', 'logistic regression', 'machine learning', 'neural network', 'recommend', 'recommender', 'regression', 'support vector machines'];;2020-11-18 21:19:49;2020-12-20 09:36:41;276.0;0.57;machine-learning-notebooks;
krischer;9;2015-10-26 08:00:42;Live Jupyter Notebooks for Seismology;Live Jupyter Notebooks for Seismology;;Python;['Python: 91.4%', 'HTML: 4.8%', 'JavaScript: 1.7%', 'Fortran: 1.1%', 'CSS: 0.9%', 'Makefile: 0.1%'];;https://github.com/krischer/seismo_live;1.0;['pattern'];['AI', 'ANN', 'Bayesian', 'Classification', 'ML', 'NER', 'NN', 'RL', 'Recommender'];['AI', 'ML', 'NER', 'RL', 'filter', 'label', 'layer', 'model', 'recommend'];;2020-05-22 11:00:53;2020-12-20 09:22:51;52.0;0.449;seismo_live;
krishnamrith12;3;2016-08-11 08:36:44;Interactive scribe for NLP Course, IIT Kharagpur;Interactive scribe for NLP Course, IIT Kharagpur;;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Python: 0.2%'];;https://github.com/krishnamrith12/NotebooksNLP;1.0;['gensim', 'nltk', 'pattern', 'sklearn', 'vocabulary'];['CV', 'Classification', 'Decision Tree', 'GBM', 'Logistic Regression', 'ML', 'Machine Translation', 'NLP', 'NN', 'Naive Bayes', 'Random Forest', 'Recommender', 'Regression', 'Sentiment Analysis', 'Supervised Learning', 'Support Vector Machines', 'Text Classification'];['NLP', 'model', 'recommend'];;2019-03-27 14:49:34;2020-12-19 22:57:34;22.0;0.375;NotebooksNLP;
krishnan-r;2;2017-05-31 09:13:01;Monitor Apache Spark from Jupyter Notebook;Monitor Apache Spark from Jupyter Notebook;;JavaScript;['JavaScript: 40.6%', 'Jupyter Notebook: 27.8%', 'Scala: 14.0%', 'CSS: 7.2%', 'Python: 6.8%', 'HTML: 3.3%', 'Dockerfile: 0.3%'];Apache-2.0;https://github.com/krishnan-r/sparkmonitor;1.0;['pattern'];['NN'];['RL', 'detect', 'train'];;2020-12-11 03:33:17;2020-12-20 09:27:52;151.0;0.529;sparkmonitor;
krittikaiitb;8;2020-04-07 17:19:59;Set of Jupyter Notebooks, along with datafiles, to get started with Scientific Computing in Astronomy;Set of Jupyter Notebooks, along with datafiles, to get started with Scientific Computing in Astronomy;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/krittikaiitb/tutorials;1.0;['pattern'];['ANN', 'CV', 'ML', 'NN', 'Recommender'];['RL', 'filter', 'fit', 'label', 'recommend'];;2020-06-21 21:07:09;2020-12-19 22:40:20;93.0;0.494;tutorials;
kubeflow;213;2017-11-30 18:44:19;Machine Learning Toolkit for Kubernetes;Machine Learning Toolkit for Kubernetes;;Jsonnet;['Jsonnet: 93.4%', 'TypeScript: 2.4%', 'Go: 1.2%', 'Python: 1.2%', 'JavaScript: 0.9%', 'HTML: 0.3%', 'Other: 0.6%'];Apache-2.0;https://github.com/kubeflow/kubeflow;1.0;['pattern', 'pytorch', 'tensorflow'];['AI', 'ANN', 'Classification', 'ML', 'NN', 'RL'];['AI', 'CNN', 'CV', 'ML', 'NER', 'NN', 'RL', 'bayesian', 'classif', 'decision tree', 'deep learning', 'detect', 'filter', 'fit', 'label', 'layer', 'loss', 'machine learning', 'model', 'predict', 'recommend', 'regression', 'train'];;2020-12-28 10:20:36;2020-12-19 23:46:04;9782.0;0.748;kubeflow;
kwinkunks;3;2013-12-26 16:10:25;IPython Notebooks;IPython Notebooks;;Jupyter Notebook;['Jupyter Notebook: 82.8%', 'Lasso: 17.2%'];;https://github.com/kwinkunks/notebooks;1.0;['pattern', 'skimage', 'sklearn', 'tensorflow', 'textblob'];['AI', 'Classification', 'Clustering', 'Image Segmentation', 'ML', 'NLP', 'NN', 'RL', 'Recommender', 'Regression', 'Sentiment Analysis'];['model'];;2020-09-07 17:44:22;2020-12-19 23:25:18;27.0;0.393;notebooks;
kylemcdonald;2;2016-02-16 23:52:35;Collection of notebooks and scripts related to audio processing and machine learning.;Collection of notebooks and scripts related to audio processing and machine learning.;;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Other: 0.1%'];;https://github.com/kylemcdonald/AudioNotebooks;1.0;['keras', 'skimage', 'sklearn', 'vocabulary'];['AI', 'CV', 'Classification', 'Clustering', 'K-Means', 'LSTM', 'ML', 'NN', 'ReLu'];['AI', 'NN', 'classif', 'fit', 'label', 'model', 'predict', 'train'];;2019-03-25 07:38:05;2020-12-20 11:03:20;356.0;0.586;AudioNotebooks;
Lasagne;16;2015-05-21 11:56:18;Lasagne recipes: examples, IPython notebooks, ...;Lasagne recipes: examples, IPython notebooks, ...;;Python;['Python: 100.0%'];MIT;https://github.com/Lasagne/Recipes;1.0;['caffe', 'keras', 'pattern', 'skimage', 'sklearn', 'tensorflow', 'theano'];['AlexNet', 'CNN', 'CV', 'Classification', 'DL', 'LSTM', 'ML', 'NN', 'RL', 'RNN', 'ReLu', 'Rectifier', 'ResNet', 'VGG'];['classif', 'epoch', 'filter', 'hidden layer', 'layer', 'loss', 'model', 'output layer', 'resnet', 'train'];;2019-03-12 18:20:57;2020-12-20 10:42:55;865.0;0.637;Recipes;
lebinh;0;2016-08-06 07:11:46;A simple deep learning model to add accent to Vietnamese text.;A simple deep learning model to add accent to Vietnamese text.;;Jupyter Notebook;['Jupyter Notebook: 95.3%', 'Python: 2.9%', 'HTML: 1.8%'];MIT;https://github.com/lebinh/vietnamese-accent-model;1.0;['keras', 'tensorflow'];['DL', 'LSTM', 'NN', 'RNN'];['deep learning', 'model', 'train'];;2016-08-12 19:38:57;2020-12-20 09:28:45;37.0;0.421;vietnamese-accent-model;
ledmaster;0;2019-10-20 23:56:10;Aqui voc encontrar notebooks para alguns vdeos do meu canal no Youtube;Aqui vocÃÂª encontrar notebooks para alguns vÃÂ­deos do meu canal no Youtube;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/ledmaster/notebooks_tutoriais;0.8;['catboost', 'keras', 'lightgbm', 'nltk', 'pytorch', 'sklearn', 'tensorflow', 'vocabulary'];['AI', 'Bayesian', 'CV', 'Classification', 'Clustering', 'GAN', 'GBM', 'ML', 'ReLu', 'Regression'];[];;2020-04-02 00:41:34;2020-12-19 23:23:11;34.0;0.413;notebooks_tutoriais;
leondgarse;2;2017-07-31 02:50:10;Atom notebook;Atom notebook;;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Other: 0.2%'];;https://github.com/leondgarse/Atom_notebook;1.0;['keras', 'tensorflow'];['ReLu'];['AI', 'ANN', 'CNN', 'CV', 'DL', 'GAN', 'GBM', 'KNN', 'ML', 'NER', 'NLP', 'NN', 'RL', 'RNN', 'activation function', 'alexnet', 'artificial intelligence', 'autoencoder', 'bayesian', 'chatbot', 'classif', 'clustering', 'computer vision', 'convolutional neural network', 'decision tree', 'deep learning', 'detect', 'epoch', 'filter', 'fit', 'gradient descent', 'ground truth', 'gru', 'hidden layer', 'image segmentation', 'input layer', 'k-means', 'k-nearest neighbor', 'label', 'layer', 'linear regression', 'logistic regression', 'loss', 'lstm', 'machine learning', 'machine translation', 'model', 'naive bayes', 'named entity recognition', 'natural language processing', 'neural network', 'neuron', 'object detection', 'output layer', 'pix2pix', 'predict', 'propagation', 'random forest', 'rank', 'recogn', 'recommend', 'recurrent neural network', 'regression', 'relu', 'resnet', 'sentiment analysis', 'supervised learning', 'support vector machines', 'test data', 'train', 'training data', 'u-net', 'unlabeled', 'unsupervised learning', 'validation data', 'vgg'];;2020-12-31 10:23:34;2020-12-20 10:23:08;82.0;0.485;Atom_notebook;
leonvanbokhorst;0;2014-12-24 13:07:49;Jupyter Notebooks from the old UnsupervisedLearning.com (RIP) machine learning and statistics blog;Jupyter Notebooks from the old UnsupervisedLearning.com (RIP) machine learning and statistics blog;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/leonvanbokhorst/NoteBooks-Statistics-and-MachineLearning;0.7;['statsmodels'];[];['machine learning'];;2018-07-23 09:46:54;2020-12-19 22:27:51;268.0;0.568;NoteBooks-Statistics-and-MachineLearning;
leriomaggio;0;2015-12-21 06:05:17;Collection of Jupyter Notebooks about Python programming;Collection of Jupyter Notebooks about Python programming;;Jupyter Notebook;['Jupyter Notebook: 99.4%', 'Other: 0.6%'];MIT;https://github.com/leriomaggio/python-in-a-notebook;0.8;['pattern'];['DL', 'ML', 'RL', 'Recommender'];[];;2016-06-22 18:04:43;2020-12-19 22:54:51;119.0;0.512;python-in-a-notebook;
lernapparat;0;2019-02-24 23:01:33;Various Notebooks for Lernapparat.de;Various Notebooks for Lernapparat.de;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/lernapparat/lernapparat;0.8;['pytorch'];['GAN', 'ReLu'];[];;2020-06-21 06:16:19;2020-12-19 22:43:39;183.0;0.543;lernapparat;
lia-statsletters;0;2016-10-06 11:58:03;Some jupyter notebooks on various topics;Some jupyter notebooks on various topics;;Jupyter Notebook;['Jupyter Notebook: 88.0%', 'HTML: 11.2%', 'Python: 0.8%'];GPL-3.0;https://github.com/lia-statsletters/notebooks;0.8;['pattern', 'sklearn', 'statsmodels'];['AI', 'CV', 'Clustering', 'ML', 'RL', 'Recommender'];[];;2019-10-13 13:48:29;2020-12-20 11:02:59;11.0;0.311;notebooks;
lightning-viz;2;2015-01-13 18:10:55;Example Jupyter notebooks of lightning visualizations;Example Jupyter notebooks of lightning visualizations;;CSS;['CSS: 100.0%'];MIT;https://github.com/lightning-viz/lightning-example-notebooks;0.8;['sklearn'];['Clustering', 'ML', 'NER', 'RL'];[];;2015-09-19 07:35:58;2020-12-20 09:45:18;56.0;0.455;lightning-example-notebooks;
lihd1003;3;2019-01-09 23:38:40;The collection of all course materials, pull requests are always welcome!;The collection of all course materials, pull requests are always welcome!;;Jupyter Notebook;['Jupyter Notebook: 81.6%', 'HTML: 18.3%', 'Other: 0.1%'];;https://github.com/lihd1003/notebook;1.0;['opencv-python', 'pattern', 'sklearn'];['AI', 'ANN', 'Bayesian', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'K-Means', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'Supervised Learning', 'Support Vector Machines'];['ML'];;2020-12-14 01:13:29;2020-12-19 23:58:24;22.0;0.375;notebook;
likejazz;0;2017-04-07 06:50:26;Jupyter Notebooks and miscellaneous;Jupyter Notebooks and miscellaneous;;Jupyter Notebook;['Jupyter Notebook: 98.6%', 'Python: 1.4%'];;https://github.com/likejazz/jupyter-notebooks;1.0;['gensim', 'keras', 'nltk', 'pattern', 'pytorch', 'sklearn', 'tensorflow', 'vocabulary', 'xgboost'];['AI', 'CNN', 'CV', 'Classification', 'Decision Tree', 'GRU', 'LSTM', 'Linear Regression', 'Logistic Regression', 'ML', 'Machine Translation', 'NN', 'Naive Bayes', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Regression', 'Sentiment Analysis'];['CNN', 'CV', 'NLP', 'NN', 'RNN', 'classif', 'decision tree', 'deep learning', 'epoch', 'layer', 'loss', 'lstm', 'machine learning', 'machine translation', 'model', 'naive bayes', 'neural network', 'predict', 'propagation', 'random forest', 'recommend', 'regression', 'text classification', 'train', 'training data', 'validation data'];;2020-11-15 03:57:16;2020-12-20 11:03:34;44.0;0.435;jupyter-notebooks;
litaotao;2;2015-09-25 08:37:27;A stand alone, light-weight web server for building, sharing graphs created in ipython. Build for data science, data analysis guys. Aiming at building an interactive visualization, collaborated dashboard, and real-time streaming graph.;A stand alone, light-weight web server for building, sharing graphs created in ipython. Build for data science, data analysis guys. Aiming at building  an interactive visualization, collaborated dashboard, and real-time streaming graph.;;Python;['Python: 63.7%', 'HTML: 35.4%', 'Shell: 0.9%'];GPL-2.0;https://github.com/litaotao/IPython-Dashboard;1.0;['pattern'];['Classification', 'ML', 'RL', 'Recommender'];['recommend', 'test data'];;2019-11-04 03:27:53;2020-12-20 09:40:04;657.0;0.622;IPython-Dashboard;
liviu-;0;2016-03-26 19:57:42;Directory of Jupyter notebooks exploring various topics;Directory of Jupyter notebooks exploring various topics;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/liviu-/notebooks;1.0;['pattern', 'skimage', 'sklearn', 'statsmodels', 'tensorflow'];['Bayesian', 'CV', 'Linear Regression', 'ML', 'NN', 'Rectifier', 'Regression', 'Sentiment Analysis'];['bayesian', 'linear regression', 'machine learning', 'neural network', 'predict', 'regression'];;2017-02-25 21:02:38;2020-12-19 22:32:06;316.0;0.578;notebooks;
lmarti;0;2014-09-29 14:18:56;Jupyter/IPython notebooks about evolutionary computation.;Jupyter/IPython notebooks about evolutionary computation.;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/lmarti/evolutionary-computation-course;0.8;['pattern', 'vocabulary'];['AI', 'Classification', 'ML', 'Recommender'];[];;2017-05-10 12:43:06;2020-12-19 23:25:57;170.0;0.538;evolutionary-computation-course;
lmcinnes;0;2017-12-06 15:27:41;Notebooks in support of the UMAP paper;Notebooks in support of the UMAP paper;;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Python: 0.1%'];MIT;https://github.com/lmcinnes/umap_paper_notebooks;0.8;['gensim', 'sklearn'];['Clustering'];[];;2019-07-22 18:13:05;2020-12-20 09:36:08;33.0;0.411;umap_paper_notebooks;
lmoroney;12;2019-02-19 14:43:18;Notebooks for learning deep learning;Notebooks for learning deep learning;;Jupyter Notebook;['Jupyter Notebook: 93.7%', 'Kotlin: 2.6%', 'Swift: 1.9%', 'JavaScript: 0.7%', 'Python: 0.5%', 'HTML: 0.3%', 'Other: 0.3%'];;https://github.com/lmoroney/dlaicourse;1.0;['keras', 'pattern', 'tensorflow'];['AI', 'CNN', 'CV', 'Classification', 'DL', 'ML', 'NN', 'RL', 'ReLu', 'Regression'];['ML', 'model', 'recommend'];;2020-12-31 04:38:05;2020-12-19 23:10:11;4489.0;0.717;dlaicourse;
LongOnly;0;2018-10-01 01:59:06;Educational notebooks on quantitative finance, algorithmic trading, financial modelling and investment strategy;Educational notebooks on quantitative finance, algorithmic trading, financial modelling and investment strategy;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];Apache-2.0;https://github.com/LongOnly/Quantitative-Notebooks;1.0;['pattern', 'sklearn'];['Decision Tree'];['ML', 'decision tree', 'fit', 'machine learning'];;2020-07-02 00:17:39;2020-12-19 22:35:45;321.0;0.579;Quantitative-Notebooks;
lspvic;4;2017-08-22 08:05:13;Start Tensorboard in Jupyter Notebook;Start Tensorboard in Jupyter Notebook;;Python;['Python: 68.1%', 'JavaScript: 31.6%', 'Dockerfile: 0.3%'];MIT;https://github.com/lspvic/jupyter_tensorboard;1.0;['tensorflow'];['Classification'];['RL', 'recommend'];;2020-05-31 06:49:50;2020-12-19 23:25:59;433.0;0.598;jupyter_tensorboard;
LSSTC-DSFP;24;2016-08-01 20:40:02;Lecture slides, Jupyter notebooks, and other material from the LSSTC Data Science Fellowship Program;Lecture slides, Jupyter notebooks, and other material from the  LSSTC Data Science Fellowship Program;;Jupyter Notebook;['Jupyter Notebook: 100.0%', 'Python: 0.0%', 'Stan: 0.0%', 'R: 0.0%', 'TeX: 0.0%', 'Shell: 0.0%'];MIT;https://github.com/LSSTC-DSFP/LSSTC-DSFP-Sessions;1.0;['keras', 'pattern', 'skimage', 'sklearn', 'statsmodels', 'tensorflow', 'theano'];['AI', 'AlexNet', 'Anomaly Detection', 'Bayesian', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'GRU', 'Image Segmentation', 'K-Means', 'KNN', 'LSTM', 'Linear Regression', 'Logistic Regression', 'ML', 'NER', 'NLP', 'NN', 'Object Detection', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'Speech Recognition', 'Supervised Learning', 'Support Vector Machines', 'Unsupervised learning', 'VGG'];['ML', 'NN', 'bayesian', 'classif', 'clustering', 'deep learning', 'detect', 'filter', 'fit', 'machine learning', 'model', 'neural network', 'regression', 'supervised learning', 'train', 'unsupervised learning'];;2020-12-07 17:38:35;2020-12-19 23:38:13;194.0;0.547;LSSTC-DSFP-Sessions;
