Date;Days Since Featured;Medium;Technology;Theme;link;scraped_at;subtitle;title;url;Title
2019-01-01;36;Installation;['RNN', 'LSTM', 'Microphone'];['Language', 'Bias', 'Gender'];https://www.stephaniedinkins.com/ntoo.html;2020-12-02 00:38:00;An RNN trained on oral histories from three generations of women from a single-family to highlight concerns of people who are underrepresented in the tech sector, displayed with an interactive voice assistant;Stephanie Dinkins;https://mlart.co/item/an-rnn-trained-on-oral-histories-from-three-generations-of-women-from-a-single-family-to-highlight-concerns-of-people-who-are-underrepresented-in-the-tech-sector_-displayed-with-an-interactive-voice-assistant;
2019-01-01;36;Video;['BigGAN', 'GAN', 'Music Transformer'];Cities;http://www.miketyka.com/?p=eons;2020-12-02 00:38:07;Create videos with BigGAN and add music with the Music Transformer;Mike Tyka;https://mlart.co/item/create-videos-with-biggan-and-add-music-with-the-music-transformer;
2019-01-01;36;App;GauGAN;Climate Change;https://drive.google.com/file/d/16lRRYapBPttYrLVUDwFPzUYTUfgrk3q0/view;2020-12-02 00:38:15;Use GauGAN with sliders and segment animations, adjusting the landscape to raise awareness of climate change;Fabin Rasheed;https://mlart.co/item/use-gaugan-with-sliders-and-segment-animations_-adjusting-the-landscape-to-raise-awareness-of-climate-change;
2019-01-01;36;Video;GAN;['Music', 'Art', 'Nature'];https://vimeo.com/neuralsynesthesia;2020-12-02 00:38:22;Visualizing sound by interpolating a GAN trained on microscope images;Xander Steenbrugge;https://mlart.co/item/visualizing-sound-by-interpolating-a-gan-trained-on-microscope-images;
2019-01-01;36;Performance;['GAN', 'Height map'];['Emotions', 'Culture'];https://albertbarque.com/ultimateemoji/;2020-12-02 00:38:29;Use a 3D GAN to generate an Emoji, 3D print the generated Emoji, and paint it during a live performance;Albert Barqué-Duran;https://mlart.co/item/use-a-3d-gan-to-generate-an-emoji_-3d-print-the-generated-emoji_-and-paint-it-during-a-live-performance;
2019-01-01;36;Web App;['GAN', 'Interpolation', 'Feature Mixing'];Art;https://artbreeder.com/;2020-12-02 00:38:51;A collaborative art tool for mixing the latent space of different GAN models to produce new artworks;Joel Simon;https://mlart.co/item/a-collaborative-art-tool-for-mixing-the-latent-space-of-different-gan-models-to-produce-new-artworks;
2019-01-01;36;Sculpture;['GAN', 'cDCGAN'];Language;https://joelsimon.net/tablets.html;2020-12-02 00:38:57;Use a word vector to generate an image, and a discriminator to detect the word vector from the generated image, made by CNCing unfired clay;Joel Simon;https://mlart.co/item/use-a-word-vector-to-generate-an-image_-and-a-discriminator-to-detect-the-word-vector-from-the-generated-image_-made-by-cncing-unfired-clay;
2019-01-01;36;Video;['GAN', 'ESR-GAN', 'StyleGAN'];['Arcitechture', 'Culture'];https://twitter.com/refikanadol/status/1086216491203264512;2020-12-02 00:39:04;A StyleGAN trained on 2 million architecture photos and interpolated;Refik Anadol;https://mlart.co/item/a-stylegan-trained-on-2-million-architecture-photos-and-interpolated;
2019-01-01;36;Song;GPT;Music;https://openai.com/blog/musenet/;2020-12-02 00:39:11;A music generator trained on hundreds of thousands of MIDI files and trained with GPT-2;Christine Payne;https://mlart.co/item/a-music-generator-trained-on-hundreds-of-thousands-of-midi-files-and-trained-with-gpt-2;
2019-01-01;30;Sculpture;['GAN', '3D'];Religion;http://bensnell.io/dio;2020-12-02 00:39:19;A 3D-GAN trained on 1000 sculptures inspired by the Greek god Dionysus;Ben Snell;https://mlart.co/item/a-3d-gan-trained-on-1000-sculptures-inspired-by-the-greek-god-dionysus;Dio
2019-02-01;30;Video;['ProGAN', 'Multi-Style Transfer'];['History', 'Ethnic'];https://vimeo.com/376555746;2020-12-02 00:39:26;Recurrent application of Style Tranfer, then processed by ProGAN;Orkhan Mammadov, Vadim Epstein;https://mlart.co/item/recurrent-application-of-style-tranfer_-then-processed-by-progan;The Idea of saving Aesthetic
2019-07-01;30;Painted canvas;Pix2Pix;['Graffiti', 'Tags'];https://alsino.io/the-amazing-augmented-tagger-machine;2020-12-02 00:39:34;A Conditional GAN trained on a data set of ~1,000 annotated street tag images from Germany. The model can generate new graffiti tags based on any textual input from the audience;Alsino Skowronnek;https://mlart.co/item/a-conditional-gan-trained-on-a-data-set-of-_1_000-annotated-street-tag-images-from-germany_-the-model-can-generate-new-graffiti-tags-based-on-any-textual-input-from-the-audience;Amazing Augmented Tagger Machine
2019-01-01;30;Image;['AttnGAN', 'LSTM', 'FastPhotoStyle'];Art;https://nurecas.com/an-augmented-artist;2020-12-02 00:39:41;An LSTM trained on 350k haikus, the generated Haiku is then translated to an image with AttnGAN and then painted;Fabin Rasheed;https://mlart.co/item/an-lstm-trained-on-350k-haikus_-the-generated-haiku-is-then-translated-to-an-image-with-attngan-and-then-painted;
2018-10-01;36;VR App;['pix2pix', 'VR', 'GAN'];['Horror', 'Culture'];https://www.youtube.com/watch?v=Ab2ChAiLQWk&feature=youtu.be&ab_channel=ZariaJalan;2020-12-02 00:40:02;Draw a face in VR and translate it to a real face with a Conditional GAN;Zaria Howard;https://mlart.co/item/draw-a-face-in-vr-and-translate-it-to-a-real-face-with-a-conditional-gan;
2018-10-01;36;Installation;['RNN', 'Device', 'Microphone'];['Art', 'Language'];https://vivianatroya.com/all-your-diction/;2020-12-02 00:40:09;Two devices that transcribe voice in real-time and an RNN-based model that predict future conversations;Vivian Troya;https://mlart.co/item/two-devices-that-transcribe-voice-in-real-time-and-an-rnn-based-model-that-predict-future-conversations;
2018-07-01;36;Video;['StyleGAN', 'GAN'];Nature;https://twitter.com/erikswahn/status/1284434375413846017;2020-12-02 00:40:16;Four-channel StyleGAN trained on SRTM elevation data;Erik Swahn;https://mlart.co/item/four-channel-stylegan-trained-on-srtm-elevation-data;
2018-02-01;36;Image;['CycleGAN', 'GAN'];Architecture;https://twitter.com/glagolista/status/976876475810017280;2020-12-02 00:40:23;Apply CycleGAN to a Sketch of the Fonthill Castle;Helena Sarin;https://mlart.co/item/apply-cyclegan-to-a-sketch-of-the-fonthill-castle;
2018-12-01;36;Image;Deep Painterly Harmonization;['Art', 'Humor'];https://twitter.com/genekogan/status/1073624934553931776;2020-12-02 00:40:30;Use Deep Painterly Harmonization to add objects to famous paintings;Gene Kogan;https://mlart.co/item/use-deep-painterly-harmonization-to-add-objects-to-famous-paintings;
2018-01-01;36;['App', 'Image'];['CNN', 'NNS', 'Camera'];Art;https://www.blog.google/outreach-initiatives/arts-culture/where-world-your-art-selfie/;2020-12-02 00:40:38;Take a selfie, extract the CNN features, and match them with features from portraits;Google Arts & Culture Lab, Cyril Diagne;https://mlart.co/item/take-a-selfie_-extract-the-cnn-features_-and-match-them-with-features-from-portraits;
2018-01-01;36;GIF;['Depth Map', 'Point Cloud'];['Art', 'Abstract'];https://twitter.com/jonathanfly/status/1174033265524690949;2020-12-02 00:40:45;A CNN model that extracts depth maps from artworks and then augment them in a 3D point cloud;Jonathan Fly;https://mlart.co/item/a-cnn-model-that-extracts-depth-maps-from-artworks-and-then-augment-them-in-a-3d-point-cloud;
2018-01-01;36;Video;Style Transfer;['Art', 'Impressionism'];https://www.youtube.com/watch?v=1PwY-Hfspoc;2020-12-02 00:40:53;Create a video by connecting two paintings with Style Transfer;Alexander Mordvintsev;https://mlart.co/item/create-a-video-by-connecting-two-paintings-with-style-transfer;
2018-01-01;36;['Image', 'Print'];GAN;['Art', 'Renaissance'];https://obvious-art.com/gallery-obvious/;2020-12-02 00:41:14;Storify and auction GAN generated paintings based on Robbie Barrat's model;Obvious;https://mlart.co/item/storify-and-auction-gan-generated-paintings-based-on-robbie-barrat_s-model;
2018-01-01;36;['Tool', 'Education'];['CNN', 'NNS'];Art;http://underdestruction.com/2016/11/05/x-degrees-of-separation-2016/;2020-12-02 00:41:21;Find N artworks that link two artworks;Mario Klingemann, Simon Doury, Google Arts & Culture Lab;https://mlart.co/item/find-n-artworks-that-link-two-artworks;
2018-01-01;36;Print;CNN;['Art', 'Education', 'Abstract'];http://naturemorte.com/exhibitions/gradientdescent/;2020-12-02 00:41:28;A program that generates abstract images and is guided by a trained CNN classifier;Tom White;https://mlart.co/item/a-program-that-generates-abstract-images-and-is-guided-by-a-trained-cnn-classifier;
2018-01-01;36;Video;['U-net', 'Resnet', 'ImageNet', 'pix2pix', 'DeOldify'];['Colorization', 'Movie'];https://github.com/jantic/DeOldify;2020-12-02 00:41:35;Colorize the B&W movie Metropolis with a pix2pix U-Net;Jason Antic;https://mlart.co/item/colorize-the-bandw-movie-metropolis-with-a-pix2pix-u-net;
2018-01-01;36;['Image', 'Open Source'];['U-net', 'Resnet', 'ImageNet', 'pix2pix', 'DeOldify'];Colorization;https://github.com/jantic/DeOldify;2020-12-02 00:41:42;Colorize B&W livingroom in Sweden with a pix2pix U-Net;Jason Antic;https://mlart.co/item/colorize-bandw-livingroom-in-sweden-with-a-pix2pix-u-net;
2018-01-01;36;Real-time Video;['pix2pix', 'Camera', 'GAN'];Art;https://twitter.com/quasimondo/status/982711735001010176;2020-12-02 00:41:48;Turn finger drawings into a GAN generated image;Mario Klingemann;https://mlart.co/item/turn-finger-drawings-into-a-gan-generated-image;
2018-01-01;36;Video;['Transformer', 'GPT'];['Conceptual', 'Minimalism'];https://twitter.com/videodrome/status/1199095612031078400;2020-12-02 00:41:56;GPT-2 to generate a set of rules describing a drawing, inspired by Sol LeWitt;Robbie Barrat;https://mlart.co/item/gpt-2-to-generate-a-set-of-rules-describing-a-drawing_-inspired-by-sol-lewitt;
2018-01-01;36;Video;GAN;['Science', 'Culture'];https://twitter.com/hardmaru/status/1075942918668529664;2020-12-02 00:42:02;GAN to generate machine learning papers;Jia-Bin Huang;https://mlart.co/item/gan-to-generate-machine-learning-papers;
2018-01-01;36;['Web App', 'Tutorial'];['Style Transfer', '3D'];['Culture', 'Education'];https://twitter.com/JeffDean/status/1022253073090011136?s=20;2020-12-02 00:42:24;3D Style Transfer;Alexander Mordvintsev, Nicola Pezzotti, Ludwig Schubert, Chris Olah;https://mlart.co/item/3d-style-transfer;
2018-01-01;36;Open Source;['Style Transfer', '3D'];Art;https://twitter.com/zzznah/status/1025424887131844608?s=20;2020-12-02 00:42:31;Fast 3D Style Transfer;Agisoft;https://mlart.co/item/fast-3d-style-transfer;
2018-01-01;36;Image;['Gradient Ascent', 'DeepDream'];['Art', 'Minimalism', 'Education', 'Texture'];https://twitter.com/zzznah/status/1062342407906381824;2020-12-02 00:42:38;Explore CNN activations and turn them into patterns;Google Arts & Culture Lab, Pinar&Viola, Alexander Mordvintsev;https://mlart.co/item/explore-cnn-activations-and-turn-them-into-patterns;
2018-01-01;36;Image;Super-Resolution;['Texture', 'Art', 'Pixel Art'];https://twitter.com/zzznah/status/1034114823896883201?s=20;2020-12-02 00:42:45;Reverse Super-Resolution by turning high-res images into low-res;Alexander Mordvintsev;https://mlart.co/item/reverse-super-resolution-by-turning-high-res-images-into-low-res;
2018-01-01;36;['Image', 'Visualization'];['t-SNE', 'VR'];Education;https://twitter.com/zzznah/status/1075884841177092096?s=20;2020-12-02 00:42:52;t-SNE exploration in VR;Alexander Mordvintsev;https://mlart.co/item/t-sne-exploration-in-vr;
2018-01-01;36;Image;DeepDream;['Art', 'Art Nouveau'];https://www.instagram.com/p/BeoPN8xAA_8/;2020-12-02 00:42:59;DeepDream applied to Klimt's Adele Bloch-Bauer;Alexander Mordvintsev;https://mlart.co/item/deepdream-applied-to-klimt_s-adele-bloch-bauer;
2018-01-01;36;['Device', 'Game'];['RNN', 'Microphone'];Sound;https://experiments.withgoogle.com/sound-teddy;2020-12-02 00:43:07;An RNN analysis sound data to control a video game;Støj, Google Creative Lab;https://mlart.co/item/an-rnn-analysis-sound-data-to-control-a-video-game;
2018-01-01;36;Web App;['VAE', 'Magenta'];Music;https://experiments.withgoogle.com/melody-mixer;2020-12-02 00:43:14;Blend two melodies using the latent vectors from a VAE;Torin Blankensmith, Kyle Phillips, Google Creative Lab;https://mlart.co/item/blend-two-melodies-using-the-latent-vectors-from-a-vae;
2018-01-01;36;Web App;['VAE', 'Magenta'];Music;https://experiments.withgoogle.com/beat-blender;2020-12-02 00:43:37;Blend several beats melodies by mixing the latent vector of MIDI files;Magenta, Google Creative Lab;https://mlart.co/item/blend-several-beats-melodies-by-mixing-the-latent-vector-of-midi-files;
2018-01-01;36;['Game', 'App'];['Camera', 'CNN', 'Classification'];Culture;https://experiments.withgoogle.com/emoji-scavenger;2020-12-02 00:43:45;Use a camera to find objects and a CNN identifies if it's correct;Google Brand Studio;https://mlart.co/item/use-a-camera-to-find-objects-and-a-cnn-identifies-if-it_s-correct;
2018-01-01;36;Textile;RNN;Culture;https://experiments.withgoogle.com/skyknit;2020-12-02 00:43:53;An RNN that generates knitting instructions, then a knitter follows the instructions;Janelle Shane, Google;https://mlart.co/item/an-rnn-that-generates-knitting-instructions_-then-a-knitter-follows-the-instructions;
2018-01-01;36;Web App;['RNN', 'QuickDraw'];Culture;https://experiments.withgoogle.com/scrying-pen;2020-12-02 00:44:00;A real time implementation of Sketch RNN which predicts future strokes while you draw;Andy Matuschak, Google;https://mlart.co/item/a-real-time-implementation-of-sketch-rnn-which-predicts-future-strokes-while-you-draw;
2018-01-01;36;['Web App', 'Game'];Semantic search;Culture;https://experiments.withgoogle.com/semantris;2020-12-02 00:44:07;Word association games powered by semantic search;Google AI;https://mlart.co/item/word-association-games-powered-by-semantic-search;
2018-01-01;36;['Font', 'Graphics', 'Tool'];['NNS', 'CNN'];Design;https://experiments.withgoogle.com/fontjoy;2020-12-02 00:44:14;Generate font combinations by matching the CNN features of fonts;Jack Qiao;https://mlart.co/item/generate-font-combinations-by-matching-the-cnn-features-of-fonts;
2018-01-01;36;Web App;['PoseNet', 'Camera'];['Dance', 'Culture'];https://experiments.withgoogle.com/move-mirror;2020-12-02 00:44:22;Extract the pose from a picture and match it with an image with the same pose;Google Creative Lab;https://mlart.co/item/extract-the-pose-from-a-picture-and-match-it-with-an-image-with-the-same-pose;
2018-01-01;36;Web App;['RNN', 'NNS'];['Books', 'Culture', 'Language'];https://experiments.withgoogle.com/talk-to-books;2020-12-02 00:44:29;Turn book paragraphs into an RNN features and match them with similar paragraphs;Google AI;https://mlart.co/item/turn-book-paragraphs-into-an-rnn-features-and-match-them-with-similar-paragraphs;
2018-01-01;36;Web App;['RNN', 'Classification', 'QuickDraw'];Culture;https://experiments.withgoogle.com/scribbling-speech;2020-12-02 00:44:49;Classify voice with an RNN and match it with doodles;Xinyue Yang;https://mlart.co/item/classify-voice-with-an-rnn-and-match-it-with-doodles;
2018-01-01;36;Web App;['CNN', 'Classification'];Culture;https://experiments.withgoogle.com/cartoonify;2020-12-02 00:44:56;Classify a photo and match it with a doodle;Eric Lu;https://mlart.co/item/classify-a-photo-and-match-it-with-a-doodle;
2018-01-01;36;['Video', 'Web App'];['CNN', 'NNS'];['Streetview', 'Sound'];https://experiments.withgoogle.com/imaginary-soundscape;2020-12-02 00:45:04;Turn images into sound by matching CNN features with CNN features of audio files;Nao Tokui;https://mlart.co/item/turn-images-into-sound-by-matching-cnn-features-with-cnn-features-of-audio-files;
2018-01-01;36;Web App;['PoseNet', 'Camera'];Music;https://experiments.withgoogle.com/semi-conductor;2020-12-02 00:45:11;Conduct your own orchestra by extracting your pose;Google Creative Lab;https://mlart.co/item/conduct-your-own-orchestra-by-extracting-your-pose;
2018-01-01;36;Image;GAN;['Art', 'Ukiyo-e'];http://www.aiartonline.com/community/hello-world/;2020-12-02 00:45:18;GAN generated images of Edo woodblock art;Michael Kelly;https://mlart.co/item/gan-generated-images-of-edo-woodblock-art;
2018-01-01;36;Image;GAN;Food;http://www.aiartonline.com/design/ryosuke-tanno/;2020-12-02 00:45:25;GAN generated images of Japanese Anime Food I;Ryosuke Tanno;https://mlart.co/item/gan-generated-images-of-japanese-anime-food-i;
2018-01-01;36;['Demo', 'Bot', 'Video'];['Voice Detection', 'IoT', 'Hardware'];['Humour', 'Culture'];http://www.aiartonline.com/art/nadine-lessio/;2020-12-02 00:45:34;Use Alexa voice assistants and add heuristics for it to disagree;Nadine Lessio;https://mlart.co/item/use-alexa-voice-assistants-and-add-heuristics-for-it-to-disagree;
2018-01-01;36;Web App;['VAE', 'Magenta'];Music;http://www.aiartonline.com/music/tero-parviainen/;2020-12-02 00:45:41;Mix latent space of sounds using wheels;Tero Parviainen;https://mlart.co/item/mix-latent-space-of-sounds-using-wheels;
2018-01-01;36;Device;['Hardware', 'CNN', 'RNN'];Robotics;http://www.aiartonline.com/art/jeff-thompson/;2020-12-02 00:46:24;Generative touch with a robotic arm, translating image features to movements;Jeff Thompson;https://mlart.co/item/generative-touch-with-a-robotic-arm_-translating-image-features-to-movements;
2018-01-01;36;Image;GAN;['Bias', 'Discrimination', 'Surveillance'];http://www.aiartonline.com/community/nushin-isabelle-yazdani/;2020-12-02 00:46:31;Generative images of convicts using a GAN;Nushin Isabelle Yazdani;https://mlart.co/item/generative-images-of-convicts-using-a-gan;
2018-01-01;36;['Visualization', 'Video'];Object Detection;Education;http://www.aiartonline.com/art/francois-quevillon/;2020-12-02 00:46:38;Visualize the Object Detection ability of footage from a self-driving car;François Quévillon;https://mlart.co/item/visualize-the-object-detection-ability-of-footage-from-a-self-driving-car;
2018-01-01;36;Video;['GAN', 'Inpainting'];Religion;http://www.aiartonline.com/art/ziv-epstein-matt-groh-manuel-cebrian-iyad-rahwan/;2020-12-02 00:46:45;Use GAN inpaintings to add spirits to videos;Ziv Epstein, Matt Groh, Manuel Cebrian, Iyad Rahwan;https://mlart.co/item/use-gan-inpaintings-to-add-spirits-to-videos;
2018-01-01;36;Video;['Microphone', 'RNN', 'Classification'];['Culture', 'Discrimination'];http://www.aiartonline.com/art/libby-heaney/;2020-12-02 00:46:52;Use voice and text features to match it with Britain's citizen test;Libby Heaney;https://mlart.co/item/use-voice-and-text-features-to-match-it-with-britain_s-citizen-test;
2018-01-01;36;Image;GAN;['Art', 'Surrealism'];http://www.aiartonline.com/art/robbie-barrat/;2020-12-02 00:46:59;GAN generated nude portraits inspired by Francis Bacon and Sol Lewitt;Robbie Barrat;https://mlart.co/item/gan-generated-nude-portraits-inspired-by-francis-bacon-and-sol-lewitt;
2018-01-01;36;['Book', 'Visualization'];Face recognition;['Culture', 'Discrimination'];http://www.aiartonline.com/community/aarati-akkapeddi/;2020-12-02 00:47:06;Visualizing face-recognition data;Aarati Akkapeddi;https://mlart.co/item/visualizing-face-recognition-data;
2018-01-01;36;Image;['CycleGAN', 'GAN'];Nature;http://www.aiartonline.com/community/albert-jimenez-adria-romero-lopez-mohamed-akrout-stephen-solis-reyes-anirudh-challa/;2020-12-02 00:47:13;Use CycleGAN to turn Mars' surface into earth-like;Albert Jimenez, Adria Romero-Lopez, Mohamed Akrout, Stephen Solis-Reyes, Anirudh Challa;https://mlart.co/item/use-cyclegan-to-turn-mars_-surface-into-earth-like;
2018-01-01;36;Installation;PoseNet;Dance;http://www.aiartonline.com/community/datadada/;2020-12-02 00:47:34;Train a model to map a gesture to a sound;DataDada;https://mlart.co/item/train-a-model-to-map-a-gesture-to-a-sound;
2018-01-01;36;Image;GAN;['Art', 'Surrealism'];http://www.aiartonline.com/community/albert-jimenez/;2020-12-02 00:47:41;GAN generative images based on Dali;Albert Jimenez;https://mlart.co/item/gan-generative-images-based-on-dali;
2018-01-01;36;['Theatre', 'Bot'];Voice detection;Culture;http://www.aiartonline.com/art/kory-mathewson-and-piotr-mirowski/;2020-12-02 00:47:47;Use a Turing Test chatbot to guide an improvisational theatre act;Kory Mathewson, Piotr Mirowski;https://mlart.co/item/use-a-turing-test-chatbot-to-guide-an-improvisational-theatre-act;
2018-01-01;36;Image;['GAN', 'DCGAN'];Nature;http://www.aiartonline.com/art/david-young/;2020-12-02 00:47:54;Generate pictures of flowers with a GAN;David Young;https://mlart.co/item/generate-pictures-of-flowers-with-a-gan;
2018-01-01;36;Video;['Object Detection', 'GAN', 'Inpainting'];Culture;http://www.aiartonline.com/art/matt-groh-ziv-epstein-manuel-cebrian-iyad-rahwan/;2020-12-02 00:48:01;Use GAN paintings and Object Detection to remove objects from a video;Matt Groh, Ziv Epstein, Manuel Cebrian, Iyad Rahwan;https://mlart.co/item/use-gan-paintings-and-object-detection-to-remove-objects-from-a-video;
2018-01-01;36;Image;GAN;Art;http://www.aiartonline.com/art/hannu-toyryla/;2020-12-02 00:48:08;GAN-generated images from personal photos from Finland;Hannu Töyrylä;https://mlart.co/item/gan-generated-images-from-personal-photos-from-finland;By the polar circle
2018-01-01;36;Image;['GAN', 'CycleGAN'];Art;http://www.aiartonline.com/art/holly-grimm/;2020-12-02 00:48:16;Use CycleGAN to translate street images to artworks from WikiArt;Holly Grimm;https://mlart.co/item/use-cyclegan-to-translate-street-images-to-artworks-from-wikiart;
2018-01-01;36;Installation;GAN;Art;http://www.aiartonline.com/art/jason-salavon/;2020-12-02 00:48:23;Combine a collage of GAN interpolations to create motives, then projected on a building;Jason Salavon;https://mlart.co/item/combine-a-collage-of-gan-interpolations-to-create-motives_-then-projected-on-a-building;
2018-01-01;36;['Furniture', 'Product'];GAN;Culture;http://www.aiartonline.com/design/philipp-schmitt-steffen-weis//;2020-12-02 00:48:44;Generate chairs with a GAN and then produce the generated chairs;Philipp Schmitt, Steffen Weiß;https://mlart.co/item/generate-chairs-with-a-gan-and-then-produce-the-generated-chairs;
2018-01-01;36;Installation;RNN;['Media', 'Language'];http://www.aiartonline.com/art/mike-tyka/;2020-12-02 00:48:51;RNN generated tweets trained on US political bots and printed like Tweets;Mike Tyka;https://mlart.co/item/rnn-generated-tweets-trained-on-us-political-bots-and-printed-like-tweets;
2018-01-01;36;Image;GAN;Design;http://www.aiartonline.com/art/sarah-friend/;2020-12-02 00:48:58;GAN generated images trained on screenshots;Sarah Friend;https://mlart.co/item/gan-generated-images-trained-on-screenshots;
2018-01-01;36;Video;Simplex Volume Maximization;Movie;http://www.aiartonline.com/art/hector-rodriguez/;2020-12-02 00:49:05;Reconstruct the film Alphaville (1965) by extracting patches from the same film and reassemble them with Simplex Volume Maximization;Hector Rodriguez;https://mlart.co/item/reconstruct-the-film-alphaville-_1965_-by-extracting-patches-from-the-same-film-and-reassemble-them-with-simplex-volume-maximization;Theorem 9
2018-01-01;36;Installation;GAN;Architecture;http://www.aiartonline.com/art/maxime-lefebvre/;2020-12-02 00:49:13;GAN generated roman theatre projected on moving tiles;Maxime Lefebvre;https://mlart.co/item/gan-generated-roman-theatre-projected-on-moving-tiles;
2018-01-01;36;Video;GAN;Nature;http://www.aiartonline.com/art/memo-akten/;2020-12-02 00:49:19;A GAN collage of nature images starting with Bigbang to today;Memo Akten;https://mlart.co/item/a-gan-collage-of-nature-images-starting-with-bigbang-to-today;
2018-01-01;36;Song;RNN;Music;http://www.aiartonline.com/music/sean-farrell-andrew-coconato/;2020-12-02 00:49:26;RNN generated music from MIDI files;Sean Farrell, Andrew Coconato;https://mlart.co/item/rnn-generated-music-from-midi-files;
2018-01-01;36;Installation;pix2pix;Art;http://www.aiartonline.com/design/aven-le-zhou/;2020-12-02 00:49:34;A pix2pix model that translates drawings to Chinese “Shanshui” artworks;Aven Le Zhou;https://mlart.co/item/a-pix2pix-model-that-translates-drawings-to-chinese-_shanshui_-artworks;
2018-01-01;36;['Song', 'Tutorial'];['RNN', 'LSTM'];['Education', 'Music'];http://www.aiartonline.com/music/andrew-pfalz/;2020-12-02 00:49:55;RNN generated string instruments with a tutorial;Andrew Pfalz;https://mlart.co/item/rnn-generated-string-instruments-with-a-tutorial;
2018-01-01;36;Song;RNN;Music;http://www.aiartonline.com/music/bob-l-sturm/;2020-12-02 00:50:01;RNN generated Gaelic folk music;Bob L. Sturm;https://mlart.co/item/rnn-generated-gaelic-folk-music;
2018-01-01;36;Desktop App;['CNN', 'RNN'];Music;http://www.aiartonline.com/music/fadi-al-ghawanmeh-and-kamel-smaili/;2020-12-02 00:50:09;Translating voice to RNN generated MIDI files to improvise Arab maqamic music in real-time;Fadi Al-Ghawanmeh and Kamel Smaïli;https://mlart.co/item/translating-voice-to-rnn-generated-midi-files-to-improvise-arab-maqamic-music-in-real-time;
2018-01-01;36;Audio;RNN;['Culture', 'Farming'];http://www.aiartonline.com/music/jules-laplace/;2020-12-02 00:50:16;An RNN trained on cattle auctioneers;Jules LaPlace;https://mlart.co/item/an-rnn-trained-on-cattle-auctioneers;
2018-01-01;36;Print;CNN;['Culture', 'Surveillance'];http://nyethompson.net/works/the-seeker.html;2020-12-02 00:50:23;Scene classification from surveillance cameras, clustered, visualized, and printed;Nye Thompson;https://mlart.co/item/scene-classification-from-surveillance-cameras_-clustered_-visualized_-and-printed;«The Seeker» Words That Remake The World
2018-01-01;36;Composition;['RNN', 'CNN', 'rGMIR', 'Magenta'];Music;http://www.aiartonline.com/music/zhihao-ouyang-yihang-yin-kun-yan-jian-wu-xiaolin-hu/;2020-12-02 00:50:30;Compose violin music with prompts trained with a combination of a CNN and RNN, and performed;Zhihao Ouyang, Yihang Yin, Kun Yan, Jian Wu, Xiaolin Hu;https://mlart.co/item/compose-violin-music-with-prompts-trained-with-a-combination-of-a-cnn-and-rnn_-and-performed;
2018-01-01;36;Video;Style Transfer;['Media', 'Politics'];http://www.aiartonline.com/community/suk-kyoung-choi/;2020-12-02 00:50:37;Style Transfer Trump's executive order with Kurt Schwitters' Das Und-bild, using the artist's philosophy to criticise;Suk Kyoung Choi;https://mlart.co/item/style-transfer-trump_s-executive-order-with-kurt-schwitters_-das-und-bild_-using-the-artist_s-philosophy-to-criticise;
2018-01-01;36;Lyrics;RNN;Music;http://www.aiartonline.com/music/botnik-studios/;2020-12-02 00:50:44;RNN generate the lyrics for a country song and perform it;Botnik Studios;https://mlart.co/item/rnn-generate-the-lyrics-for-a-country-song-and-perform-it;
2018-01-01;36;['Collage', 'Video'];GAN;Nature;http://www.aiartonline.com/art/anna-ridler/;2020-12-02 00:51:05;GAN collage of blooming tulips trained on the artist's photos of tulips;Anna Ridler;https://mlart.co/item/gan-collage-of-blooming-tulips-trained-on-the-artist_s-photos-of-tulips;
2018-01-01;36;Image;Colorization;['Glitch', 'Art'];http://www.aiartonline.com/community/daniel-j-hofmann/;2020-12-02 00:51:12;Use a colorization model to over-colorize an image to generate a glitch effect;Daniel J Hofmann;https://mlart.co/item/use-a-colorization-model-to-over-colorize-an-image-to-generate-a-glitch-effect;
2018-01-01;36;Painting;Style Transfer;['Glitch', 'Art'];http://www.aiartonline.com/community/215/;2020-12-02 00:51:19;Produce large scale Style Transfer-like artworks, print, and paint over;Dani Joy;https://mlart.co/item/produce-large-scale-style-transfer-like-artworks_-print_-and-paint-over;
2018-01-01;36;Sculpture;['DeepDream', 'GAN', 'Point Cloud'];['Art', 'Abstract', 'Minimalism'];http://www.aiartonline.com/art/eunsu-kang-chun-liang-li-songwei-ge-austin-dill-lingyao-zhang-manzil-zaheer-barnabas-poczos/;2020-12-02 00:51:26;A 3D, DeepDream, GAN generated sculpture and printed, inspired by Homer’s Iliad;Eunsu Kang, Chun-Liang Li, Songwei Ge, Austin Dill, Lingyao Zhang, Manzil Zaheer, Barnabas Poczos;https://mlart.co/item/a-3d_-deepdream_-gan-generated-sculpture-and-printed_-inspired-by-homer_s-iliad;
2018-01-01;36;Sculpture;['pix2pix', 'Point Cloud'];['Art', 'Abstract', 'Minimalism'];http://www.aiartonline.com/art/mauro-martino-nima-dehmami-luca-stornaiuolo/;2020-12-02 00:51:33;A 3D-generated sculpture made with points and links inspired by image2image networks;Mauro Martino, Nima Dehmami, Luca Stornaiuolo;https://mlart.co/item/a-3d-generated-sculpture-made-with-points-and-links-inspired-by-image2image-networks;
